BK,C,JPM,NTRS,STT,^GSPC
23.363353729248047,26.314069747924805,22.96261215209961,50.069435119628906,25.620683670043945,832.8599853515625
23.255495071411133,24.53483009338379,21.621152877807617,47.08882522583008,26.037492752075195,815.9400024414062
21.504899978637695,21.631853103637695,19.60896873474121,45.662620544433594,23.808143615722656,787.530029296875
23.438018798828125,23.69202995300293,20.974098205566406,47.93011474609375,26.190649032592773,797.8699951171875
23.55417251586914,25.09670066833496,22.205087661743164,50.44600296020508,25.977930068969727,811.0800170898438
23.570768356323242,25.658559799194336,22.260417938232422,47.72980880737305,26.93944549560547,834.3800048828125
24.060272216796875,26.688644409179688,23.145771026611328,49.180049896240234,28.23281478881836,842.5
23.363353729248047,25.471269607543945,22.292041778564453,47.60161209106445,28.224300384521484,835.47998046875
22.658138275146484,25.845842361450195,21.541061401367188,45.662620544433594,27.467008590698242,815.5499877929688
22.956819534301758,25.283985137939453,21.6833553314209,46.71223449707031,26.454431533813477,825.1599731445312
24.599557876586914,28.4678897857666,25.88880157470703,51.37545394897461,30.904634475708008,856.5599975585938
26.906023025512695,35.58486557006836,26.639772415161133,52.51321029663086,33.210575103759766,858.72998046875
25.88553237915039,37.55138397216797,24.268285751342773,48.98774719238281,29.38152313232422,841.5
27.013874053955078,37.17681121826172,25.73860740661621,51.70396041870117,30.368566513061523,852.0599975585938
25.893831253051758,37.55138397216797,26.276151657104492,51.086997985839844,29.177316665649414,865.2999877929688
25.072460174560547,34.18020248413086,26.291954040527344,50.5261344909668,29.024160385131836,869.5999755859375
23.255495071411133,27.53144645690918,23.469879150390625,46.5920524597168,26.080041885375977,832.3900146484375
23.21401596069336,30.340782165527344,25.714893341064453,45.00559997558594,30.759981155395508,850.0800170898438
21.778690338134766,30.434412002563477,25.216882705688477,43.02653121948242,28.922040939331055,843.5499877929688
22.276491165161133,29.966203689575195,26.2524356842041,45.638580322265625,31.31305503845215,851.9199829101562
22.30137825012207,29.872556686401367,26.386816024780273,44.52484893798828,31.636417388916016,866.22998046875
21.413639068603516,28.748821258544922,25.91251564025879,44.07615280151367,29.85804557800293,857.510009765625
20.758209228515625,27.06322479248047,25.92042350769043,42.60187530517578,28.505098342895508,855.1599731445312
22.190380096435547,29.217041015625,27.25636100769043,44.068145751953125,29.18581771850586,873.6400146484375
21.216167449951172,28.561538696289062,26.086423873901367,43.55534362792969,29.04117202758789,872.8099975585938
21.565887451171875,27.8123779296875,25.683271408081055,42.28938293457031,29.211339950561523,877.52001953125
23.181249618530273,29.966203689575195,28.291915893554688,44.58092498779297,31.78105926513672,907.239990234375
22.823200225830078,30.99628448486328,27.52513313293457,42.898338317871094,29.960142135620117,903.7999877929688
25.362815856933594,36.1467170715332,29.422321319580078,44.39665222167969,33.295658111572266,919.530029296875
24.57179069519043,35.67850112915039,27.857149124145508,41.944862365722656,32.18949890136719,907.3900146484375
26.770008087158203,37.645042419433594,30.781978607177734,44.300506591796875,37.22681427001953,929.22998046875
24.605093002319336,36.1467170715332,28.323545455932617,42.23331069946289,33.08293914794922,909.239990234375
23.672513961791992,34.27384948730469,27.952001571655273,42.87430191040039,32.67450714111328,908.3499755859375
23.272838592529297,31.932729721069336,26.916454315185547,41.984928131103516,31.338594436645508,883.9199829101562
23.68084144592285,33.243751525878906,28.094289779663086,44.068145751953125,33.3807487487793,893.0700073242188
23.048019409179688,32.58824157714844,27.596275329589844,42.90633773803711,32.768104553222656,882.8800048828125
23.70581817626953,34.086544036865234,29.453941345214844,43.98000717163086,35.55905532836914,909.7100219726562
23.073001861572266,35.30392837524414,28.307729721069336,41.97691345214844,36.767333984375,908.1300048828125
22.198711395263672,34.554786682128906,27.311704635620117,40.79108428955078,35.21017837524414,903.469970703125
22.648345947265625,34.83570098876953,27.588376998901367,41.26381301879883,36.843902587890625,888.3300170898438
22.406875610351562,34.367488861083984,27.201030731201172,41.664424896240234,36.478023529052734,887.0
24.01390266418457,35.30392837524414,28.884790420532227,44.0040397644043,37.73735427856445,910.3300170898438
22.839855194091797,34.648406982421875,27.398653030395508,42.80217742919922,36.78433609008789,893.0599975585938
23.16459083557129,34.367488861083984,28.97174835205078,44.4447135925293,38.02665328979492,906.8300170898438
23.13128662109375,34.83570098876953,29.16935920715332,46.19143295288086,39.52423095703125,919.1400146484375
22.85651206970215,34.554786682128906,28.54487419128418,45.29404830932617,39.62633514404297,942.8699951171875
23.181249618530273,32.86918640136719,27.272171020507812,44.653053283691406,39.99222946166992,944.739990234375
23.197900772094727,31.745447158813477,26.86111831665039,44.29249572753906,39.081787109375,931.760009765625
24.038881301879883,33.431034088134766,27.944103240966797,45.798828125,41.65147399902344,942.4600219726562
23.497655868530273,32.40095520019531,27.311704635620117,44.5408935546875,40.22197341918945,940.0900268554688
23.764114379882812,32.026371002197266,27.97571563720703,44.59724807739258,40.341102600097656,939.1400146484375
23.972270965576172,31.932729721069336,27.872949600219727,45.386451721191406,41.064361572265625,942.4299926757812
23.697492599487305,32.58824157714844,27.540945053100586,44.28317642211914,39.89012145996094,939.1500244140625
24.11382484436035,32.58824157714844,27.619985580444336,44.57309341430664,40.477237701416016,944.8900146484375
24.163785934448242,32.494598388671875,27.770193099975586,44.44424057006836,40.46874237060547,946.2100219726562
23.697492599487305,31.558162689208984,26.876920700073242,43.63088607788086,39.37107467651367,923.719970703125
23.63088607788086,30.434412002563477,26.481670379638672,42.46322250366211,38.2989501953125,911.969970703125
23.514301300048828,28.842472076416016,25.87299156188965,41.19084930419922,38.5031623840332,910.7100219726562
24.06386947631836,29.310688018798828,27.01130485534668,42.277992248535156,39.63484573364258,918.3699951171875
24.646728515625,29.685264587402344,27.667417526245117,43.719478607177734,40.80908966064453,921.22998046875
23.28949546813965,28.09330940246582,25.983657836914062,41.77871322631836,37.7798957824707,893.0399780273438
23.597578048706055,28.18695640563965,26.537015914916992,41.770668029785156,38.15428924560547,895.0999755859375
24.072195053100586,28.4678897857666,26.45005226135254,42.511539459228516,39.600807189941406,900.9400024414062
24.655054092407227,28.37424659729004,26.987600326538086,43.381256103515625,40.40065002441406,920.260009765625
24.446889877319336,28.37424659729004,27.232650756835938,42.68064498901367,41.123924255371094,918.9000244140625
24.738325119018555,28.28059959411621,27.35121726989746,43.49399948120117,41.27711486816406,927.22998046875
24.405254364013672,27.8123779296875,26.96388053894043,43.228248596191406,40.170719146728516,919.3200073242188
23.88901138305664,27.8123779296875,26.734296798706055,43.06719970703125,40.298377990722656,923.3300170898438
22.956430435180664,26.969579696655273,25.546810150146484,42.48737716674805,39.34517288208008,896.4199829101562
23.614229202270508,26.12678337097168,25.80805778503418,43.60673522949219,39.65156936645508,898.719970703125
22.989734649658203,25.19033432006836,25.97430992126465,43.08329772949219,38.153682708740234,881.030029296875
22.939777374267578,24.53483009338379,25.8951473236084,43.679203033447266,37.76219177246094,879.5599975585938
22.956430435180664,25.19033432006836,26.615543365478516,44.59724807739258,38.43452453613281,882.6799926757812
22.698305130004883,24.253887176513672,25.602230072021484,43.73558044433594,37.15791702270508,879.1300048828125
23.755779266357422,26.03313636779785,27.478464126586914,45.71660614013672,39.60050582885742,901.0499877929688
23.947294235229492,27.34415626525879,27.47054100036621,45.94207763671875,39.27708435058594,905.8400268554688
24.45522117614746,29.685264587402344,28.705524444580078,47.19029235839844,40.45157241821289,932.6799926757812
24.69668960571289,28.37424659729004,28.602617263793945,47.06950759887695,40.65584182739258,940.739990234375
24.47186851501465,28.28059959411621,29.204269409179688,46.48970031738281,40.945194244384766,940.3800048828125
24.58011245727539,26.12678337097168,29.275516510009766,46.634639739990234,41.540958404541016,951.1300048828125
24.238725662231445,24.815759658813477,29.24384880065918,46.33669662475586,39.940940856933594,954.5800170898438
22.748266220092773,26.220428466796875,29.156768798828125,46.65880584716797,40.298377990722656,954.0700073242188
22.681655883789062,25.939495086669922,30.20176124572754,47.39966583251953,41.4303092956543,976.2899780273438
22.26532554626465,25.56491470336914,30.019668579101562,46.465518951416016,41.55797576904297,979.260009765625
22.481813430786133,25.19033432006836,30.18592643737793,46.827919006347656,41.149452209472656,982.1799926757812
22.26532554626465,27.8123779296875,30.14635467529297,46.57021713256836,40.57072067260742,979.6199951171875
22.581727981567383,30.15349006652832,29.90093231201172,47.14197540283203,41.149452209472656,975.1500244140625
22.966032028198242,29.404329299926758,30.455089569091797,48.349918365478516,41.821807861328125,986.75
22.84071922302246,29.685264587402344,30.59758758544922,48.16470718383789,42.809043884277344,987.47998046875
23.584243774414062,29.778905868530273,31.34967041015625,48.60761260986328,44.56227111816406,1002.6300048828125
23.834880828857422,30.434412002563477,31.83258056640625,49.27601623535156,46.017601013183594,1005.6500244140625
24.56170654296875,33.524688720703125,33.07547378540039,49.40485382080078,46.34101867675781,1002.719970703125
24.344497680664062,35.58486557006836,32.26007843017578,48.978050231933594,45.00483322143555,997.0800170898438
25.321945190429688,36.05307388305664,33.53464889526367,49.68671798706055,45.8388786315918,1010.47998046875
24.5533504486084,36.895870208740234,33.795902252197266,49.43708801269531,44.740989685058594,1007.0999755859375
23.442230224609375,34.554786682128906,32.647987365722656,48.978050231933594,43.12395477294922,994.3499755859375
23.985260009765625,37.270450592041016,33.4158935546875,49.163272857666016,44.23035430908203,1005.8099975585938
24.0938663482666,38.01961898803711,33.962135314941406,49.123008728027344,44.3494987487793,1012.72998046875
23.868297576904297,37.83232498168945,33.60588836669922,49.25989532470703,43.40480422973633,1004.0900268554688
23.1414737701416,37.45774841308594,32.24424362182617,48.237178802490234,41.906925201416016,979.72998046875
23.893360137939453,38.768768310546875,33.01214599609375,48.62372589111328,43.64310073852539,989.6699829101562
23.876651763916016,38.67512893676758,32.782562255859375,48.253292083740234,43.63459396362305,996.4600219726562
24.177406311035156,41.95267105102539,33.58214569091797,49.211585998535156,46.00909423828125,1007.3699951171875
24.327781677246094,44.01285171508789,34.56380844116211,48.599571228027344,45.54951477050781,1026.1300048828125
24.38627052307129,45.1365852355957,34.04922103881836,47.75400161743164,45.36228942871094,1025.5699462890625
24.5533504486084,44.481075286865234,34.500465393066406,48.40630340576172,46.15377426147461,1028.0
24.07715606689453,43.35734939575195,34.27878189086914,48.2049674987793,45.506954193115234,1028.1199951171875
24.528291702270508,47.290401458740234,34.39754867553711,48.14860153198242,45.47291564941406,1030.97998046875
24.16905403137207,48.976009368896484,33.97797775268555,47.14197540283203,45.089935302734375,1028.9300537109375
24.73714828491211,46.822174072265625,34.40546417236328,47.07754898071289,44.664390563964844,1020.6199951171875
23.475648880004883,42.51455307006836,32.988399505615234,45.37033462524414,42.672874450683594,998.0399780273438
23.350332260131836,42.70183563232422,32.347145080566406,45.74881362915039,42.5622444152832,994.75
23.517414093017578,44.66836166381836,33.33672332763672,46.21588897705078,43.24311065673828,1003.239990234375
23.467288970947266,45.41752243041992,33.5188102722168,47.01314163208008,44.017578125,1016.4000244140625
23.818174362182617,43.825565338134766,33.67714309692383,47.5310173034668,44.51970672607422,1025.3900146484375
24.327781677246094,43.63826370239258,33.93047332763672,47.59572982788086,45.26866149902344,1033.3699951171875
24.402969360351562,44.481075286865234,34.05714416503906,47.61192321777344,45.90696716308594,1044.1400146484375
23.951839447021484,43.1700553894043,33.64546585083008,47.40153121948242,44.877166748046875,1042.72998046875
24.244243621826172,42.32725143432617,34.635040283203125,47.99224090576172,45.36228942871094,1049.3399658203125
24.08551025390625,38.58147048950195,34.19172668457031,47.91942596435547,45.26015853881836,1052.6300048828125
25.664474487304688,39.33062744140625,35.347537994384766,48.55056381225586,46.55378341674805,1068.760009765625
25.681184768676758,41.390811920166016,35.592952728271484,47.57146453857422,45.779296875,1065.489990234375
25.31359100341797,39.89250564575195,35.585044860839844,47.52292251586914,46.28995132446289,1068.300048828125
24.753860473632812,41.48445510864258,35.26837158203125,47.191162109375,44.47714614868164,1064.6600341796875
24.987781524658203,43.54462814331055,36.78836441040039,47.62001037597656,45.33674240112305,1071.6600341796875
24.6870174407959,42.32725143432617,35.67212677001953,47.46627426147461,43.10693359375,1060.8699951171875
24.511581420898438,41.48445510864258,35.12587356567383,47.061676025390625,43.64310073852539,1050.780029296875
24.286006927490234,41.016231536865234,34.555877685546875,46.61663055419922,43.76224899291992,1044.3800048828125
25.02954864501953,42.79547119140625,35.47420883178711,47.48246383666992,44.962284088134766,1062.97998046875
24.503225326538086,44.01285171508789,35.529624938964844,47.296348571777344,44.82607650756836,1060.6099853515625
24.21918296813965,45.323883056640625,34.69046401977539,47.061676025390625,44.77499771118164,1057.0799560546875
23.308561325073242,42.420894622802734,32.750911712646484,46.195865631103516,42.97038650512695,1029.8499755859375
23.057926177978516,42.32725143432617,33.17891311645508,45.7022705078125,43.33641052246094,1025.2099609375
23.1414737701416,43.73191833496094,34.71658706665039,46.54381561279297,44.57921600341797,1040.4599609375
23.53412628173828,43.73191833496094,35.59639358520508,46.81084060668945,44.953773498535156,1054.719970703125
23.809814453125,43.45098876953125,36.222572326660156,47.09405517578125,45.311275482177734,1057.5799560546875
23.784751892089844,43.54462814331055,35.90550994873047,48.154075622558594,45.79648208618164,1065.47998046875
23.960193634033203,43.35734939575195,36.3414421081543,48.91469955444336,46.96267318725586,1071.489990234375
23.91842269897461,44.66836166381836,36.52375411987305,48.76904296875,46.920108795166016,1076.18994140625
23.174890518188477,45.2302360534668,36.190860748291016,47.85467529296875,45.54111099243164,1073.18994140625
23.54248046875,46.822174072265625,37.379783630371094,47.87894821166992,45.70284652709961,1092.02001953125
23.500703811645508,44.481075286865234,37.379783630371094,48.46964645385742,46.60514831542969,1096.56005859375
22.757173538208008,42.98276138305664,36.50790023803711,47.1345100402832,45.04739761352539,1087.6800537109375
22.748817443847656,42.51455307006836,36.44449996948242,47.158790588378906,44.4770622253418,1097.9100341796875
24.143997192382812,41.48445510864258,36.4841194152832,46.48717498779297,40.723114013671875,1091.06005859375
23.442230224609375,41.390811920166016,35.39030075073242,43.82498550415039,39.05469512939453,1081.4000244140625
24.436391830444336,41.7653923034668,36.2304801940918,43.61459732055664,39.73569107055664,1092.9100341796875
24.787273406982422,41.7653923034668,35.85003662109375,42.99961853027344,38.90147399902344,1079.5999755859375
23.801467895507812,39.98613357543945,34.73243713378906,42.02861022949219,37.879981994628906,1066.949951171875
23.19159698486328,39.98613357543945,34.79583740234375,41.769683837890625,36.81595230102539,1063.4100341796875
22.856334686279297,38.206905364990234,33.82886505126953,40.442623138427734,36.2456169128418,1042.6300048828125
23.568761825561523,40.36072540283203,35.15252685546875,41.518836975097656,37.89701461791992,1066.1099853515625
22.34506607055664,38.300537109375,33.107574462890625,40.66110610961914,35.73487854003906,1036.18994140625
22.604894638061523,37.364105224609375,33.74959945678711,41.000953674316406,36.13496398925781,1042.8800048828125
22.143909454345703,37.83232498168945,33.84471893310547,40.16749572753906,35.93065643310547,1045.4100341796875
21.657787322998047,37.17681121826172,33.45632553100586,40.288875579833984,34.59421920776367,1046.5
22.40373992919922,38.01961898803711,34.77206802368164,40.79866027832031,36.44140625,1066.6300048828125
22.546222686767578,38.01961898803711,34.46295166015625,40.240325927734375,35.283721923828125,1069.300048828125
23.007204055786133,39.23698425292969,35.15252685546875,41.251808166503906,37.22453689575195,1093.0799560546875
22.529455184936523,39.143333435058594,35.00984573364258,41.22752380371094,36.51801300048828,1093.010009765625
23.065872192382812,38.956058502197266,35.12874984741211,41.785850524902344,35.94768142700195,1098.510009765625
22.88148307800293,38.01961898803711,34.320289611816406,39.7952880859375,34.61124801635742,1087.239990234375
23.007204055786133,37.92595672607422,34.00323486328125,38.87282943725586,34.43248748779297,1093.47998046875
22.75575828552246,39.143333435058594,34.11419677734375,38.76762771606445,34.63679122924805,1109.300048828125
22.57137107849121,39.7052116394043,34.20930862426758,39.31785583496094,35.63274002075195,1110.3199462890625
22.428878784179688,40.173439025878906,34.383697509765625,39.39070129394531,36.37329864501953,1109.800048828125
22.026569366455078,39.89250564575195,33.72581481933594,38.573429107666016,35.4880256652832,1094.9000244140625
21.951135635375977,39.33062744140625,33.654476165771484,38.225494384765625,34.730411529541016,1091.3800048828125
22.4624080657959,40.07978820800781,34.30442428588867,38.96992874145508,35.53058624267578,1106.239990234375
22.16905403137207,39.424285888671875,33.67033767700195,38.8970947265625,35.37736511230469,1105.6500244140625
22.31154441833496,39.04969787597656,33.416709899902344,39.0103759765625,35.156036376953125,1110.6300048828125
22.043333053588867,38.01961898803711,32.75883102416992,38.589599609375,34.219669342041016,1091.489990234375
22.32830810546875,38.48783493041992,33.67827224731445,40.046138763427734,35.156036376953125,1095.6300048828125
22.588130950927734,38.39419174194336,33.46426010131836,39.95711135864258,36.36478805541992,1108.8599853515625
22.931772232055664,38.39419174194336,33.234397888183594,40.4749870300293,36.63718032836914,1109.239990234375
22.42049217224121,37.92595672607422,32.81431198120117,39.45541763305664,35.028350830078125,1099.9200439453125
22.57137107849121,38.01961898803711,33.08380889892578,39.39878845214844,35.479515075683594,1105.97998046875
22.47079086303711,37.738677978515625,32.6954231262207,38.8970947265625,34.764469146728516,1103.25
22.55460548400879,36.614959716796875,32.66370391845703,38.49827194213867,34.67934799194336,1091.93994140625
22.747377395629883,36.1467170715332,32.64786148071289,38.652923583984375,34.90066909790039,1095.949951171875
22.730619430541992,36.24036407470703,32.71127700805664,38.79127883911133,34.526126861572266,1102.3499755859375
22.579748153686523,36.989524841308594,32.46555709838867,39.16569519042969,33.538692474365234,1106.4100341796875
22.66356086730957,34.648406982421875,33.107574462890625,39.49939727783203,33.98984146118164,1114.1099853515625
22.303159713745117,33.3373908996582,32.38629913330078,39.38544464111328,33.87918472290039,1107.9300537109375
22.5127010345459,32.307308197021484,32.78260040283203,39.857521057128906,34.21116638183594,1109.1800537109375
22.286399841308594,29.966203689575195,31.918651580810547,39.767982482910156,33.8195915222168,1096.0799560546875
22.437271118164062,31.83908462524414,32.4576301574707,40.752838134765625,35.411407470703125,1102.469970703125
22.81443214416504,32.026371002197266,33.21061706542969,41.20863723754883,35.97322082519531,1114.050048828125
23.065872192382812,31.27722930908203,33.24231719970703,41.7376708984375,37.335201263427734,1118.02001953125
23.174833297729492,30.809005737304688,32.94112777709961,42.23415756225586,37.99916458129883,1120.5899658203125
23.26702880859375,31.37086296081543,33.20269775390625,42.48646926879883,38.297088623046875,1126.47998046875
23.183216094970703,31.745447158813477,33.06794738769531,42.60041427612305,37.76932907104492,1127.780029296875
23.158065795898438,31.558162689208984,32.88563537597656,42.54344177246094,37.420318603515625,1126.199951171875
23.48494529724121,31.08993148803711,32.91735076904297,42.8201789855957,37.369239807128906,1126.4200439453125
23.443044662475586,30.99628448486328,33.02831268310547,42.649261474609375,37.071224212646484,1115.0999755859375
23.711252212524414,31.83908462524414,34.00441360473633,42.755062103271484,37.854557037353516,1132.989990234375
23.962697982788086,33.05646896362305,34.663063049316406,42.698081970214844,37.9311637878418,1136.52001953125
23.602291107177734,34.086544036865234,34.85353088378906,42.07951354980469,37.301124572753906,1137.1400146484375
24.599689483642578,34.18020248413086,35.54393005371094,42.47834014892578,37.9737548828125,1141.68994140625
24.750558853149414,33.618316650390625,35.456642150878906,42.665531158447266,38.74855041503906,1144.97998046875
24.323101043701172,33.9929084777832,35.33760070800781,41.542327880859375,37.76940155029297,1146.97998046875
24.36500358581543,32.962825775146484,34.51228713989258,41.469078063964844,37.633182525634766,1136.219970703125
24.54940414428711,32.77553939819336,35.11539840698242,41.957435607910156,37.98226547241211,1145.6800537109375
24.5158748626709,32.86918640136719,35.464569091796875,41.75394821166992,37.284095764160156,1148.4599609375
24.331480026245117,32.026371002197266,34.663063049316406,41.957435607910156,36.33048629760742,1136.030029296875
24.750558853149414,33.150115966796875,34.345638275146484,42.673675537109375,36.78175735473633,1150.22998046875
25.949108123779297,32.40095520019531,34.44087219238281,45.123558044433594,39.40415573120117,1138.0400390625
25.7060489654541,30.6217098236084,32.1712760925293,43.552703857421875,38.714508056640625,1116.47998046875
24.532630920410156,30.434412002563477,31.076139450073242,42.38066864013672,36.91797637939453,1091.760009765625
24.943326950073242,30.247127532958984,31.115816116333008,42.31553649902344,37.41181564331055,1096.780029296875
24.532630920410156,29.497976303100586,30.504770278930664,41.45281219482422,36.67958450317383,1092.1700439453125
24.943326950073242,29.966203689575195,31.21103858947754,42.722503662109375,37.89712905883789,1097.5
24.52298927307129,30.340782165527344,31.330078125,41.989990234375,37.318145751953125,1084.530029296875
24.45572853088379,31.08993148803711,30.90155029296875,41.11909103393555,36.50929260253906,1073.8699951171875
24.86766242980957,31.27722930908203,31.44911003112793,42.462059020996094,37.59912109375,1089.18994140625
24.598644256591797,31.932729721069336,32.179203033447266,42.42135238647461,37.948204040527344,1103.3199462890625
24.018571853637695,31.558162689208984,31.972875595092773,42.00625228881836,37.803462982177734,1097.280029296875
22.94248390197754,29.778905868530273,30.433345794677734,40.606327056884766,36.67106628417969,1063.1099853515625
22.816381454467773,30.15349006652832,30.393657684326172,41.1353645324707,36.90946578979492,1066.18994140625
22.58099365234375,29.497976303100586,29.917526245117188,40.687713623046875,36.61147689819336,1056.739990234375
22.749122619628906,29.778905868530273,30.465091705322266,40.76095962524414,37.65022277832031,1070.52001953125
23.02655792236328,29.966203689575195,30.845996856689453,41.15165328979492,38.007808685302734,1068.1300048828125
23.085405349731445,30.059837341308594,30.96503448486328,40.97258377075195,38.35689163208008,1078.469970703125
22.740720748901367,29.778905868530273,30.909488677978516,40.70399475097656,37.990779876708984,1075.510009765625
23.312387466430664,30.99628448486328,31.798282623291016,41.50164031982422,38.714508056640625,1094.8699951171875
23.295578002929688,31.932729721069336,31.77447509765625,42.19346618652344,38.178104400634766,1099.510009765625
23.27876091003418,32.120025634765625,32.06809997558594,42.70622634887695,38.51014709472656,1106.75
24.09423065185547,32.026371002197266,31.76653480529785,44.43986892700195,39.71066665649414,1109.1700439453125
24.24555778503418,32.40095520019531,32.41728210449219,44.4805793762207,39.829856872558594,1108.010009765625
23.640260696411133,31.37086296081543,31.647518157958984,43.512001037597656,39.046566009521484,1094.5999755859375
24.06900405883789,32.307308197021484,32.41728210449219,43.59339904785156,38.63787841796875,1105.239990234375
23.867244720458984,31.745447158813477,32.2506217956543,43.227134704589844,38.305816650390625,1102.93994140625
23.976533889770508,31.83908462524414,33.306068420410156,43.37363815307617,38.23768997192383,1104.489990234375
